ID,Date,Policy Area,Name,For,Against,Abstentions,Result,GUE-NGL,S&D,Greens/EFA,REG,EPP,ECR,IDG,NI
3295,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (q)(i),66,0,2,Adopted,Against,For,For,For,For,For,Against,Abstain
3296,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (q)(ii),66,0,2,Adopted,Against,For,For,For,For,For,Against,For
3297,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (r),66,0,2,Adopted,Against,For,For,For,For,Abstain,Against,Abstain
3298,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (s),66,2,0,Adopted,Against,For,For,For,For,Abstain,Against,For
3299,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (t),66,0,2,Adopted,Against,For,For,For,For,For,Against,Abstain
3300,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (u),66,2,0,Adopted,Against,For,For,For,For,For,Against,For
3301,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (v),66,2,0,Adopted,Against,For,For,For,For,For,Against,For
3302,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (w),66,2,0,Adopted,Against,For,For,For,For,For,Against,For
3303,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (x),66,2,0,Adopted,Against,For,For,For,For,For,Against,For
3304,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (y),66,0,2,Adopted,Against,For,For,For,For,For,Against,For
3305,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (z),66,2,0,Adopted,Against,For,For,For,For,For,Against,Abstain
3306,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (aa),66,0,2,Adopted,Against,For,For,For,For,Against,Against,For
3307,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (ab),66,0,2,Adopted,Against,For,For,For,For,For,Abstain,For
3308,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (ac),66,0,2,Adopted,Against,For,For,For,For,For,Abstain,For
3309,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (ad),66,0,2,Adopted,Against,For,Against,For,For,For,Against,For
3310,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (ae),65,1,2,Adopted,Against,For,Against,For,For,For,Against,For
3311,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (af) intro,1,67,0,Adopted,Against,For,Against,For,For,For,Against,For
3312,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (af)(i),1,67,0,Adopted,Against,For,Against,For,For,For,Against,For
3313,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (af) (ii),1,67,0,Adopted,Against,For,Against,For,For,For,For,Abstain
3314,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (ag),0,67,1,Adopted,Against,Against,Against,For,For,Abstain,Against,Abstain
3315,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (ah),0,68,0,Adopted,Against,For,Against,For,For,For,Against,For
3316,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (ai),0,68,0,Adopted,Against,For,For,For,For,For,Against,For
3317,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (aj),1,66,0,Adopted,Against,Abstain,For,For,For,Against,Against,For
3318,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (ak),66,0,2,Adopted,For,For,For,Against,Against,For,Abstain,For
3319,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (al),66,0,2,Adopted,For,Against,Against,Against,Against,Against,For,Against
3320,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : After citation 12,amendment 1",68,0,0,Adopted,For,Against,For,Against,Against,Against,Against,Abstain
3321,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital A,amendment 2",3,64,1,Rejected,For,Against,Against,Against,Against,Against,For,Against
3322,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital B,amendment 3",66,2,0,Rejected,Against,For,Against,For,For,For,Against,For
3323,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital B,amendment 4",2,64,2,Rejected,For,Against,Against,Against,Against,Against,Against,Against
3324,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital B,2,66,0,Adopted,Against,Against,Against,Against,Against,Abstain,For,Against
3325,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital C,amendment 5",3,65,0,Rejected,For,Against,Against,Against,Against,Against,For,Against
3326,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital C,amendment 35",1,67,0,Rejected,For,Against,Against,Against,Against,Against,Against,Abstain
3327,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital D,amendment 6",1,64,3,Rejected,Against,For,For,For,For,For,Abstain,For
3328,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital E,amendment 7",4,63,1,Rejected,Against,For,Abstain,For,For,For,Against,For
3329,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital E,61,3,4,Adopted,For,Against,Against,Against,Against,Against,Against,Abstain
3330,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital F,1,1,66,Adopted,Against,Against,Against,Against,Against,Abstain,For,Against
3331,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital G,amendment 8",0,67,1,Rejected,For,Against,Against,Against,Against,Against,Against,Against
3332,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital H,amendment 36",0,68,0,Rejected,For,Against,Abstain,Against,Against,Against,Abstain,Against
3333,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital H,amendment 9",0,65,2,Rejected,For,Against,For,Against,Against,Against,Abstain,For
3334,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : After recital H,amendment 10",2,0,65,Rejected,For,Against,For,Against,Against,Against,For,Against
3335,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : After recital H,amendment 11",65,0,2,Rejected,For,Against,Against,Against,Against,Against,For,Abstain
3336,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital I,amendment 12",66,1,0,Rejected,For,Against,Abstain,Against,Against,Against,Against,Against
3337,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Recital J,amendment 13",3,61,3,Rejected,For,Against,For,Against,Against,Against,Against,For
3338,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : After recital J,amendment 14",3,1,63,Rejected,For,Against,For,Against,Against,Against,For,Abstain
3339,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : After recital J,amendment 15",65,1,1,Rejected,Against,For,For,For,For,Abstain,Against,Abstain
